id,title,authors,average_rating,isbn,language_code,num_pages,publication_date,category,publisher,image_url,,,
20848,El tiempo entre costuras,Matt Christopher,3.91,316139246,eng,130,9/1/1989,Graphic novel,Little  Brown Books for Young Readers,https://images.gr-assets.com/books/1319148738m/10836813.jpg,,,
20862,,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.8,425174808,eng,372,6/12/2000,Historical fiction,Berkley,https://images.gr-assets.com/books/1327935897m/5198.jpg,,,
20865,Idoru,Diane Duane/Tom Clancy/Steve Pieczenik,4.17,042518448X,eng,192,7/1/2003,Horror,Berkley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20867,The Best Man,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.86,425180050,eng,384,6/5/2001,Mystery,Berkley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20868,Castle in the Air,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,425190919,eng,400,6/24/2003,Paranormal romance,Berkley Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20869,A King's Ransom,Diane Duane/Tom Clancy/Steve Pieczenik,3.95,425164179,eng,182,4/1/1999,Picture book,Berkley Publishing Group,https://images.gr-assets.com/books/1329085934m/10706120.jpg,,,
20873,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Steve Perry,3.67,553561588,en-US,277,4/1/1993,Poetry,Spectra Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20876,RoomHate,Steve Perry/Michael Reaves,3.78,441623824,eng,256,4/1/1988,Political thriller,Ace,https://images.gr-assets.com/books/1453991440m/27083865.jpg,,,
20879,Living Dead Girl,Steve Perry,4.22,441581056,eng,304,12/1/1989,Romance,Ace,https://images.gr-assets.com/books/1314272108m/2954411.jpg,,,
20891,धर्मपद [Dhammapada],Michael Jecks,4.1,755323009,eng,500,6/5/2006,Satire,Headline,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20895,Law Man,Michael Jecks,4.06,755323017,eng,352,6/1/2006,Science fiction,Headline Book Publishing,https://images.gr-assets.com/books/1327911077m/13412515.jpg,,,
20913,Deadly Décisions,Don Macmillan/Wayne G. Broehl Jr.,4.75,076032963X,eng,256,5/15/2007,Short story,Voyageur Press,https://images.gr-assets.com/books/1452313887m/128754.jpg,,,
20928,Rising Strong,Rosalind M. Greenberg,3.38,886773482,eng,270,4/4/1989,Suspense,DAW,https://images.gr-assets.com/books/1428641002m/23317538.jpg,,,
20929,Speaking from Among the Bones,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,3.45,756403804,eng,309,9/5/2006,Thriller,DAW,https://images.gr-assets.com/books/1344371922m/13642963.jpg,,,
20930,Swimsuit,Martin H. Greenberg/Daniel Stashower,3.58,078671400X,en-US,320,1/9/2006,Western,Running Press,https://images.gr-assets.com/books/1344268075m/5551522.jpg,,,
20932,Through Gates of Splendor,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,3.62,886775280,eng,315,11/3/1992,Young adult,DAW,https://images.gr-assets.com/books/1406510855m/56634.jpg,,,
20934,Dirty Red,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38,886777887,eng,320,6/1/1998,Art/architecture,DAW,https://images.gr-assets.com/books/1364298887m/15832316.jpg,,,
20935,The Darkest Part of the Forest,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,3.36,756404053,eng,306,1/2/2007,Autobiography,DAW,https://images.gr-assets.com/books/1397755014m/20958632.jpg,,,
20941,Dream a Little Dream,Harold Bloom,3.86,1573225142,eng,546,9/1/1995,Biography,Riverhead Books,https://images.gr-assets.com/books/1308818689m/73095.jpg,,,
20942,تاكسي: حواديت المشاوير,Harold Bloom,4.02,157322751X,eng,745,9/1/1999,Business/economics,The Berkley Publishing Group,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
20944,The Samurai's Garden,Harold Bloom,3.76,978721004,en-GB,305,10/1/2006,Crafts/hobbies,Chu Hartley Publishers LLC,https://images.gr-assets.com/books/1327876036m/51113.jpg,,,
20949,The Hating Game,William Manchester,4.15,316544981,eng,811,9/30/1978,Cookbook,Little  Brown & Company (Boston/Toronto),https://images.gr-assets.com/books/1467138679m/25883848.jpg,,,
20954,Black-Eyed Susans,Dennis Adler/R.L. Wilson,5,785821082,eng,372,5/15/2008,Diary,Chartwell Books,https://images.gr-assets.com/books/1431975016m/23746004.jpg,,,
20957,Neanderthal Seeks Human,R. McL. Wilson,5,567044718,eng,512,12/7/2005,Dictionary,T&T Clark Int'l,https://images.gr-assets.com/books/1364347894m/17673307.jpg,,,
20962,Goliath,Arthur Yorinks/Raymond Jafelice,2.75,078681778X,eng,24,4/5/2004,Encyclopedia,Volo,https://images.gr-assets.com/books/1299808712m/9918083.jpg,,,
20971,家庭教師ヒットマンREBORN! 1,Wayne W. Dyer,4.02,156170315X,eng,1,6/1/1995,Guide,Hay House,https://images.gr-assets.com/books/1383918162m/824763.jpg,,,
20972,Criminal,Wayne W. Dyer,4.27,60192305,eng,288,8/21/2001,Health/fitness,Harper,https://images.gr-assets.com/books/1334414049m/12922320.jpg,,,
21004,The Bear and the Dragon,Michael S.  Smith/Diane Dorrans Saeks,4.17,847827623,eng,212,11/22/2005,History,Rizzoli International Publications,https://images.gr-assets.com/books/1361933747m/19687.jpg,,,
21010,W is for Wasted,Michael Marshall Smith,4.13,6512674,eng,317,11/2/1998,Home and garden,HarperCollins,https://images.gr-assets.com/books/1367622462m/17707605.jpg,,,
21012,I'm Just Here for the Food: Food + Heat = Cooking,Michael Marshall Smith,4.04,553580698,eng,368,7/6/1999,Humor,Bantam,https://images.gr-assets.com/books/1473385712m/101249.jpg,,,
21016,Vets Might Fly and Vet in a Spin,Chris Archer,4.11,439368510,eng,184,2/1/2003,Journal,Scholastic Paperbacks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21029,Sins of the Night,Irvin D. Yalom/Molyn Leszcz,4.17,465092845,en-US,688,7/6/2005,Math,Basic Books,https://images.gr-assets.com/books/1317065358m/84135.jpg,,,
21031,Shades of Earth,Irvin D. Yalom,4.32,60748125,eng,310,1/4/2005,Memoir,Harper Perennial,https://images.gr-assets.com/books/1346494567m/10345937.jpg,,,
21032,Tehanu,Irvin D. Yalom,4.39,465021476,en-US,544,12/8/1980,Philosophy,Basic Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21059,Reboot,Kate Elliott,3.91,756404061,eng,609,1/2/2007,Prayer,DAW,https://images.gr-assets.com/books/1350931774m/13517455.jpg,,,
21060,Hunger Makes Me a Modern Girl,Sherwood Smith,4.19,142301515,eng,471,6/10/2002,"Religion, spirituality, and new age",Firebird,https://images.gr-assets.com/books/1435507354m/25065629.jpg,,,
21062,Thomas Jefferson: The Art of Power,Anne Easter Smith,4.02,743276876,eng,650,3/14/2006,Textbook,Simon & Schuster,https://images.gr-assets.com/books/1342043615m/13533740.jpg,,,
21063,Murder in Mesopotamia,Robert E. Howard/Gary Gianni/Patrice Louinet,4.3,345461525,eng,366,11/23/2004,True crime,Del Rey Ballantine Random House,https://images.gr-assets.com/books/1308808558m/16360.jpg,,,
21070,Excession,Simon Schama,3.98,006053916X,eng,496,4/25/2006,Review,Ecco / HarperCollins,https://images.gr-assets.com/books/1288930712m/12013.jpg,,,
21071,What Looks Like Crazy on an Ordinary Day,Simon Schama,4.17,679735127,eng,672,11/5/1996,Science,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21073,G is for Gumshoe,Simon Schama,4.06,679781242,en-US,720,12/8/1997,Self help,Vintage,https://images.gr-assets.com/books/1315138148m/257990.jpg,,,
21075,King & Maxwell,Simon Schama,3.99,141017279,en-GB,825,8/5/2004,Sports and leisure,Penguin,https://images.gr-assets.com/books/1379456669m/17333431.jpg,,,
21089,Love's Executioner & Other Tales of Psychotherapy,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,1584855282,eng,104,9/1/2002,Travel,American Girl Publishing Inc,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21091,The Magician's Apprentice,Nancy Holyoke/Ali Douglass,4.14,1593691033,en-GB,95,3/1/2006,True crime,American Girl Publishing Inc,https://images.gr-assets.com/books/1344264805m/3342764.jpg,,,
21093,Reaper's Gale,Patti Kelley Criswell/Norm Bendell,4.26,1584858745,en-US,63,7/1/2004,Action and adventure,American Girl Publishing Inc,https://images.gr-assets.com/books/1403011403m/459064.jpg,,,
21107,The Visitation,Mymi Doinet/Benjamin Chaud,2,811832791,eng,32,8/1/2002,Alternate history,Chronicle Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21114, Crown of Shadows,Madeleine Brent,3.91,044920149X,eng,346,5/12/1983,Anthology,Fawcett,https://images.gr-assets.com/books/1377306494m/7202841.jpg,,,
21116,Leadership and Self Deception: Getting Out of the Box,Madeleine Brent,4.09,449213897,en-GB,384,11/12/1987,Chick lit,Fawcett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21119,"The Garden of Rama (Rama, #3)",Simone de Beauvoir/Bernard Frechtman,4.15,080650160X,eng,162,6/1/2000,Children's,Citadel,https://images.gr-assets.com/books/1375814957m/112518.jpg,,,
21121,,Simone de Beauvoir,3.91,6540805,en-GB,416,10/9/1995,Classic,Flamingo,https://images.gr-assets.com/books/1311990880m/1756703.jpg,,,
21122,Our Man in Havana,Simone de Beauvoir/Patrick O'Brian,3.88,039331443X,en-GB,592,6/17/1996,Comic book,W. W. Norton  Company,https://images.gr-assets.com/books/1327926887m/133394.jpg,,,
21125,Batman: The Black Mirror,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,1565845609,eng,560,9/1/1999,Coming-of-age,The New Press,https://images.gr-assets.com/books/1503127212m/10889279.jpg,,,
21126,Kill Me If You Can,Simone de Beauvoir,4.15,2070377822,fre,786,11/14/1986,Crime,Folio,https://images.gr-assets.com/books/1344263782m/9682816.jpg,,,
21143,"Killers of the Dawn (Cirque Du Freak, #9)",Time-Life Books,3.85,783554524,eng,192,5/24/1999,Drama,Time Life Medical,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21151,Tramp for the Lord,Robert Shapard/James Thomas,3.76,393306135,en-US,352,10/17/1989,Fairytale,W. W. Norton  Company,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21152,If You Take a Mouse to the Movies,Robert Shapard/James Thomas,3.84,879052651,eng,264,12/31/1983,Fantasy,Gibbs Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21173,A Lick of Frost,Elizabeth Silverthorne/Betty McCollum,4.25,791074587,eng,136,1/1/2004,Graphic novel,Chelsea House Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21179,The Abyss,Thomas Bailey Saunders,3.85,141916130X,eng,76,6/17/2004,Historical fiction,Kessinger Publishing,https://images.gr-assets.com/books/1225165505m/40289.jpg,,,
21182,The Book of Shadows,Arthur Schopenhauer/Thomas Bailey Saunders,4.14,486435504,eng,96,3/8/2004,Horror,Dover Publications,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21187,Läsarna i Broken Wheel rekommenderar,Caroline B. Cooney,3.9,440229316,eng,261,7/8/2003,Mystery,Laurel Leaf Library,https://images.gr-assets.com/books/1452107441m/25573977.jpg,,,
21188,Live by Night,Caroline B. Cooney,3.69,590988492,en-US,230,7/1/1997,Paranormal romance,Scholastic Paperbacks,https://images.gr-assets.com/books/1334590418m/13083008.jpg,,,
21191,Until I Die,Caroline B. Cooney,3.94,553494805,en-US,420,1/10/2006,Picture book,Laurel Leaf,https://images.gr-assets.com/books/1335240840m/12908877.jpg,,,
21194,The Magic of Reality: How We Know What's Really True,Caroline B. Cooney,3.53,590456806,eng,198,11/1/1993,Poetry,Scholastic,https://images.gr-assets.com/books/1327883246m/11256979.jpg,,,
21199,Remember,Giuliano Hazan/Marcella Hazan/Dana Gallagher,3.79,684800284,eng,256,1/12/2000,Political thriller,Scribner,https://images.gr-assets.com/books/1406506306m/35332.jpg,,,
21200,"Alex Cross, Run",Marcella Hazan,4.48,345314034,eng,465,7/12/1984,Romance,Ballantine Books,https://images.gr-assets.com/books/1343360404m/13521299.jpg,,,
21214,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Paola Nanni-Tate,4,71451382,eng,252,11/23/2005,Satire,McGraw-Hill Companies,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21220,Blood Magick,Mary Anna Evans,4.03,1590583426,eng,301,1/15/2007,Science fiction,Poisoned Pen Press,https://images.gr-assets.com/books/1458263077m/18754961.jpg,,,
21223,The Power That Preserves,Christopher Janaway,3.83,521629241,eng,494,1/20/2000,Short story,Cambridge University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21230,The Brightest Star in the Sky,Stormie Omartian,4.4,1565078322,eng,192,9/1/1997,Suspense,Harvest House Publishers,https://images.gr-assets.com/books/1268685823m/6539596.jpg,,,
21242,Entwined,Robert Bauval/Adrian Geoffrey Gilbert,3.94,517884542,eng,352,8/22/1995,Thriller,Three Rivers Press,https://images.gr-assets.com/books/1279037245m/8428195.jpg,,,
21245,,Ben Bova,3.72,812532473,eng,432,12/15/1992,Western,Tor Science Fiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21248,El coronel no tiene quien le escriba,James E. Ingram/Lori Grove,4.5,738539562,eng,128,7/19/2006,Young adult,Arcadia Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21266,Waiting for the Barbarians,Rick Steves,4.24,1566918081,eng,808,9/12/2017,Art/architecture,Avalon Travel,https://images.gr-assets.com/books/1330879044m/6194.jpg,,,
21276,The Last Seven Months of Anne Frank,Charlie Huston,4.07,034548133X,eng,286,9/19/2006,Autobiography,Ballantine Books,https://images.gr-assets.com/books/1320487142m/769212.jpg,,,
21277,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution",Charlie Huston,3.79,034547824X,en-US,268,12/27/2005,Biography,Del Rey,https://images.gr-assets.com/books/1410191571m/21856367.jpg,,,
21278,Kabul Beauty School: An American Woman Goes Behind the Veil,Charlie Huston,4.04,345464788,eng,240,5/31/2005,Business/economics,Ballantine Books,https://images.gr-assets.com/books/1320448527m/316558.jpg,,,
21280,To Have and Have Not ,Charlie Huston/Mike Carey/Brian Michael Bendis/Robert Kirkman/Mike Deodato/Ryan Sook/Stuart Immonen/Frazier Irving,3.21,785123717,eng,160,2/7/2007,Crafts/hobbies,Marvel,https://images.gr-assets.com/books/1400886825m/4630.jpg,,,
21282,Jackdaws,Adrian McKinty,3.97,743470567,eng,384,8/31/2004,Cookbook,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21283,,Adrian McKinty,4.12,743499484,eng,364,12/26/2006,Diary,Pocket Books,https://images.gr-assets.com/books/1377064343m/18363068.jpg,,,
21284,The System of the World,Adrian McKinty,3.6,081095480X,eng,387,10/1/2006,Dictionary,Harry N. Abrams,https://images.gr-assets.com/books/1407712273m/116257.jpg,,,
21290,Touching Spirit Bear,P.T. Deutermann,3.92,031233379X,eng,309,12/26/2006,Encyclopedia,St. Martin's Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21294,The Flamethrowers,P.T. Deutermann,3.97,312953968,eng,626,5/15/1995,Guide,St. Martin's Paperbacks,https://images.gr-assets.com/books/1387146199m/15803141.jpg,,,
21295,Twice Tempted ,P.T. Deutermann,3.77,312994818,eng,528,11/30/2004,Health/fitness,St. Martin's Paperbacks,https://images.gr-assets.com/books/1352947741m/13125234.jpg,,,
21315,,Doreen Cronin/Harry Bliss,4.25,60001534,en-US,40,7/26/2005,History,HarperCollins,https://images.gr-assets.com/books/1336676500m/13547241.jpg,,,
21318,The Selection Stories: The Prince & The Guard,Jenny Nimmo,3.7,439846757,en-US,146,9/1/2006,Home and garden,Orchard Books (NY),https://images.gr-assets.com/books/1380214609m/18172471.jpg,,,
21320,Crush It!: Why Now Is the Time to Cash in on Your Passion,Brian Michael Bendis/Mark Bagley,3.7,785119272,eng,184,9/13/2006,Humor,Marvel,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21321,Redemption Ark,Brian Michael Bendis/Mark Bagley,4.1,078512148X,eng,344,10/4/2006,Journal,Marvel,https://images.gr-assets.com/books/1309206851m/89190.jpg,,,
21322,The Venetian Betrayal,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,1401203671,eng,140,10/18/2006,Math,Vertigo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21323,Collected Poems 1909-1962,Dean Koontz/Leigh Nichols,4.18,399146261,eng,784,8/28/2000,Memoir,Putnam Adult,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21324,The Robe,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,4.27,1401210015,eng,160,12/20/2006,Philosophy,Vertigo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21325,Beauty and the Beast,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29,1401202225,eng,231,11/30/2004,Prayer,Vertigo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21326,The Yonahlossee Riding Camp for Girls,Bill Willingham/Terry Moore/Mike Allred/Lan Medina/Mark Buckingham/Matthew Sturges/Steve Leialoha/Craig Hamilton/Russ Braun/James Jean/Tony Akins/Eric Shanower/Shawn McManus/Jae Lee/Chrissie Zullo/David Petersen,3.97,1563899426,eng,128,12/31/2002,"Religion, spirituality, and new age",Vertigo,https://images.gr-assets.com/books/1364772121m/16158508.jpg,,,
21327,Lead,Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,1401210007,eng,143,7/5/2006,Textbook,Vertigo,https://images.gr-assets.com/books/1396467599m/19286623.jpg,,,
21328,No Humans Involved,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,1401205003,eng,190,1/27/2006,True crime,Vertigo,https://images.gr-assets.com/books/1362703261m/862350.jpg,,,
21329,Night of the Soul Stealer,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,4.13,140120256X,eng,190,5/1/2004,Review,Vertigo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21330,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti,4.19,1401204864,eng,166,4/30/2005,Science,Vertigo,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21332,Endless Summer,Russell Roberts/Russ Roberts,3.75,131433547,eng,132,9/1/2006,Self help,Pearson,https://images.gr-assets.com/books/1276962830m/7124475.jpg,,,
21338,,John Ayto,4.38,61121207,en-US,1326,8/15/2006,Sports and leisure,Collins Reference,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21341,Don't You Cry,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy,3.58,1401212220,eng,128,2/28/2007,Travel,Vertigo,https://images.gr-assets.com/books/1459917062m/27821486.jpg,,,
21342,"Que Necesita El, Que Necesita Ella ",Greg Tang/Heather Cahoon,4.03,043945400X,eng,40,1/1/1949,True crime,Scholastic Inc.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21343,Dance of the Gods,Patrick Lencioni,4.04,787960756,eng,227,4/11/2002,Action and adventure,Jossey-Bass,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21348,Nevermore,Aesop/Laura Harris/Laura Gibbs,4.05,192840509,eng,306,4/10/2003,Alternate history,Oxford University Press,https://images.gr-assets.com/books/1294381693m/7129598.jpg,,,
21352,بوف کور,David Axton/Dean Koontz/Paul Michael,3.76,739341413,eng,0,3/6/2007,Anthology,Random House Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21353,,Dean Koontz/David Baker,3.97,739301764,eng,11,12/9/2003,Chick lit,Random House Audio Publishing Group,https://images.gr-assets.com/books/1319030278m/6871646.jpg,,,
21362,The Ring of Solomon,Dean Koontz/Keith Szarabajka,4.08,553479016,eng,12,12/29/1998,Children's,Random House Audio Publishing Group,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21365,Welcome to Dead House,Dean Koontz/Stephen Lang,4.03,553502697,en-US,0,12/26/2000,Classic,Random House Audio Publishing Group,https://images.gr-assets.com/books/1328867798m/125553.jpg,,,
21370,The Master Butchers Singing Club,Dean Koontz/Richard Ferrrone,3.82,739332937,eng,9,5/29/2007,Comic book,Random House Audio Publishing Group,https://images.gr-assets.com/books/1410133209m/142900.jpg,,,
21402,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),Robert   Harris/Michael Cumpsty,3.82,739341774,eng,0,9/5/2006,Coming-of-age,Random House Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21425,Until Friday Night,James Patterson/Andrew Gross/Carolyn McCormick,4.02,1586215981,eng,7,3/1/2004,Crime,Hachette Audio,https://images.gr-assets.com/books/1429191171m/22522202.jpg,,,
21426,Mother of Pearl,James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,4.04,1594831165,eng,5,2/27/2006,Drama,Little  Brown & Company,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21430,Everyone Brave Is Forgiven,James Patterson/Peter J. Fernandez/Denis O'Hare,3.99,1586215809,eng,8,11/1/2003,Fairytale,Little  Brown & Company,https://images.gr-assets.com/books/1462176457m/25814512.jpg,,,
21437,The Great Train Robbery,James Patterson/Roger Rees/Keith David,4,1594836116,en-GB,460,11/13/2006,Fantasy,Little  Brown & Company,https://images.gr-assets.com/books/1328309104m/7682.jpg,,,
21484,Safe Harbour,Herman Wouk,4.37,316952664,eng,896,2/5/2002,Graphic novel,Back Bay Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21489,The Things We Do for Love,Joseph Wambaugh,3.73,316066141,en-US,340,1/3/2007,Historical fiction,Little Brown and Company,https://images.gr-assets.com/books/1320542055m/297134.jpg,,,
21491,Son of the Shadows,Joseph Wambaugh,4.06,752851314,eng,368,4/18/2002,Horror,Orion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21493,The Key to Rebecca,Joseph Wambaugh,3.72,006009527X,eng,352,4/30/2002,Mystery,William Morrow,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21494,Hard Bitten,Joseph Wambaugh,3.52,553575953,eng,291,3/3/1997,Paranormal romance,Bantam,https://images.gr-assets.com/books/1372850762m/9581001.jpg,,,
21495,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Joseph Wambaugh,3.94,440164176,eng,368,3/1/1987,Picture book,Dell,https://images.gr-assets.com/books/1320438055m/120231.jpg,,,
21498,,Joseph Wambaugh,3.83,440613965,en-US,416,9/2/1998,Poetry,Dell,https://images.gr-assets.com/books/1376504907m/18331807.jpg,,,
21505,At the Mountains of Madness,Joseph Wambaugh,3.76,722189141,eng,307,5/7/1987,Political thriller,Sphere,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21508,Heart of the Sea,Joseph Wambaugh,3.8,553763253,en-US,416,11/1/1995,Romance,Bantam,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21527,Veil of Midnight,Stephen J. Cannell/Paul Michael/Michael Prichard,3.86,1559278226,eng,10,1/7/2003,Satire,Macmillan Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
21530,Subterranean,Stephen J. Cannell/Scott Brick,3.85,1593977735,eng,11,8/1/2005,Science fiction,Macmillan Audio,https://images.gr-assets.com/books/1336889308m/98807.jpg,,,
21534,I Don't Know How She Does It,Michael Connelly/Dick Hill,4.18,1423323386,eng,13,11/28/2006,Short story,Brilliance Audio,https://images.gr-assets.com/books/1320396351m/39045.jpg,,,
21535,,Michael Connelly/Dick Hill,4.18,159737685X,eng,9,7/25/2005,Suspense,Brilliance Audio,https://images.gr-assets.com/books/1309916938m/102958.jpg,,,
21536,"The Long Way to a Small, Angry Planet",Michael Connelly/Dick Hill,4.1,1423323254,eng,12,11/25/2006,Thriller,Brilliance Audio,https://images.gr-assets.com/books/1405532474m/22733729.jpg,,,
21538,Cuentos completos,Michael Connelly/Len Cariou,4.13,1594830207,eng,12,5/1/2005,Western,Hachette Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
